Date,Open,High,Low,Close,Adj Close,Volume,,,
2/10/2023,5.21,5.21,4.64,4.9,4.9,38670800,0.22,,
2/13/2023,4.75,4.91,4.58,4.68,4.68,26219400,0.18,,
2/14/2023,4.55,4.62,4.39,4.5,4.5,36199200,-0.67,,
2/15/2023,4.56,5.27,4.53,5.17,5.17,46423100,-0.08,,
2/16/2023,5.24,5.49,5.05,5.25,5.25,32085500,0.01,,
2/17/2023,5.32,5.53,5.21,5.24,5.24,27592400,-0.86,,
2/21/2023,5.47,6.2,5.44,6.1,6.1,73513000,-0.16,,
2/22/2023,6.42,6.79,6.02,6.26,6.26,68667200,0.03,,
2/23/2023,6.29,6.65,5.91,6.23,6.23,42144300,0.03,,
2/24/2023,6.13,6.24,5.99,6.2,6.2,23398200,-1.41,,
2/27/2023,6.31,8.19,6.19,7.61,7.61,122677600,0.47,,
2/28/2023,7.78,8.53,7.11,7.14,7.14,113458500,0.57,,
3/1/2023,6.8,7.11,6.46,6.57,6.57,41177400,0.47,,
3/2/2023,6.24,6.37,5.9,6.1,6.1,28191200,-0.48,,
3/3/2023,6.2,6.69,6.14,6.58,6.58,33938700,0.33,,
3/6/2023,6.58,6.75,6.25,6.25,6.25,26242800,0.24,,
3/7/2023,6.23,6.35,6,6.01,6.01,16229900,0.17,,
3/8/2023,6.04,6.13,5.67,5.84,5.84,19862100,0.19,,
3/9/2023,5.74,5.92,5.56,5.65,5.65,16178500,0.27,,
3/10/2023,5.56,5.62,5.3,5.38,5.38,15503700,-0.08,,
3/13/2023,5.44,5.56,5.24,5.46,5.46,15518100,0.82,,
3/14/2023,5.48,5.51,4.36,4.64,4.64,64871300,0.43,,
3/15/2023,4.53,4.61,4.15,4.21,4.21,36323300,-0.18,,
3/16/2023,4.22,4.65,4.06,4.39,4.39,27931700,0.21,,
3/17/2023,4.3,4.34,4.11,4.18,4.18,27265000,-0.09,,
3/20/2023,4.25,4.38,4.14,4.27,4.27,17581300,-0.14,,
3/21/2023,4.33,4.45,4.21,4.41,4.41,20847100,0.07,,
3/22/2023,4.73,4.75,4.31,4.34,4.34,31446600,-0.13,,
3/23/2023,4.44,4.68,4.34,4.47,4.47,19451500,0,,
3/24/2023,4.4,4.54,4.38,4.47,4.47,10528300,-0.08,,
3/27/2023,4.51,4.58,4.3,4.55,4.55,20314400,-0.6,,
3/28/2023,4.51,5.5,4.46,5.15,5.15,89811500,0.15,,
3/29/2023,5.14,5.21,4.83,5,5,28097800,0.03,,
3/30/2023,5.11,5.16,4.87,4.97,4.97,20233500,-0.04,,
3/31/2023,4.91,5.06,4.87,5.01,5.01,18830600,-0.1,,
4/3/2023,4.99,5.15,4.94,5.11,5.11,27276100,5.11,,
